wafer_id,Time,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve,result
l2901.txm,82.9039,752.0,754.0,135.0,1.0,588.0,101.0,1195.0,9517.0,9131.0,184.0,21.0,16920.0,20342.0,-3.0,16120.0,350.0,1.0,27320.0,49.0,Pass
l2901.txm,83.9189,752.0,752.0,132.0,0.0,632.0,101.0,1191.0,9519.0,9100.0,971.0,20.0,16944.0,20102.0,70.0,16926.0,359.0,0.0,27540.0,50.0,Pass
l2901.txm,84.939,752.0,753.0,135.0,0.0,697.0,100.0,1190.0,9462.0,9122.0,406.0,20.0,17383.0,20084.0,334.0,16350.0,360.0,0.0,27524.0,50.0,Pass
l2901.txm,85.959,752.0,754.0,135.0,0.0,774.0,101.0,1187.0,9426.0,9087.0,453.0,21.0,16778.0,19958.0,-40.0,16310.0,348.0,0.0,27646.0,50.0,Pass
l2901.txm,86.979,752.0,754.0,133.0,0.0,853.0,102.0,1186.0,9477.0,8984.0,955.0,20.0,17172.0,19764.0,340.0,16212.0,351.0,0.0,27826.0,50.0,Pass
l2901.txm,88.005,752.0,753.0,132.0,0.0,945.0,100.0,1190.0,9398.0,9105.0,695.0,20.0,16621.0,19462.0,93.0,16294.0,349.0,1.0,27898.0,50.0,Pass
l2901.txm,89.019,751.0,752.0,134.0,0.0,981.0,100.0,1184.0,9493.0,8984.0,572.0,20.0,16790.0,19330.0,72.0,16504.0,345.0,0.0,28014.0,50.0,Pass
l2901.txm,90.0389,752.0,754.0,133.0,0.0,983.0,101.0,1182.0,9463.0,9002.0,650.0,20.0,16728.0,19310.0,500.0,16568.0,358.0,0.0,27882.0,50.0,Pass
l2901.txm,91.63,752.0,753.0,133.0,0.0,988.0,101.0,1185.0,9441.0,9065.0,555.0,20.0,16752.0,19300.0,-356.0,16464.0,352.0,0.0,27930.0,50.0,Pass
l2901.txm,92.66,751.0,752.0,134.0,0.0,997.0,100.0,1186.0,9396.0,9094.0,1028.0,20.0,16917.0,19310.0,127.0,16324.0,360.0,0.0,27788.0,50.0,Pass
l2901.txm,93.6899,751.0,753.0,134.0,0.0,996.0,102.0,1186.0,9453.0,9012.0,675.0,20.0,16985.0,19314.0,666.0,16460.0,353.0,0.0,27940.0,50.0,Pass
l2901.txm,94.709,752.0,753.0,132.0,0.0,997.0,99.0,1185.0,9465.0,9020.0,847.0,20.0,16951.0,19328.0,119.0,16502.0,355.0,0.0,27942.0,50.0,Pass
l2901.txm,95.729,752.0,752.0,133.0,0.0,996.0,100.0,1186.0,9422.0,9020.0,225.0,21.0,16803.0,19328.0,39.0,16484.0,358.0,0.0,27978.0,50.0,Pass
l2901.txm,96.749,752.0,754.0,132.0,0.0,1000.0,101.0,1186.0,9479.0,9010.0,69.0,21.0,16634.0,19302.0,30.0,16500.0,349.0,0.0,27884.0,50.0,Pass
l2901.txm,97.769,752.0,753.0,132.0,0.0,1004.0,100.0,1186.0,9483.0,8991.0,841.0,20.0,16673.0,19320.0,28.0,16386.0,342.0,0.0,27922.0,50.0,Pass
l2901.txm,98.7889,752.0,753.0,133.0,0.0,1003.0,101.0,1185.0,9467.0,9001.0,1062.0,20.0,16725.0,19340.0,-289.0,16386.0,351.0,0.0,27792.0,50.0,Pass
l2901.txm,99.809,752.0,753.0,135.0,0.0,1003.0,102.0,1185.0,9383.0,9058.0,85.0,20.0,16814.0,19298.0,-92.0,16578.0,355.0,0.0,27888.0,50.0,Pass
l2901.txm,100.846,752.0,753.0,131.0,0.0,1007.0,102.0,1185.0,9469.0,8996.0,892.0,20.0,16851.0,19346.0,122.0,16458.0,346.0,0.0,27922.0,50.0,Pass
l2901.txm,101.869,752.0,752.0,135.0,0.0,1004.0,101.0,1183.0,9431.0,9037.0,254.0,21.0,16725.0,19298.0,680.0,16374.0,354.0,0.0,27918.0,50.0,Pass
l2901.txm,102.889,752.0,754.0,131.0,0.0,1014.0,100.0,1185.0,9463.0,8989.0,1158.0,21.0,16801.0,19310.0,-366.0,16578.0,352.0,0.0,27880.0,50.0,Pass
l2901.txm,103.909,751.0,754.0,132.0,0.0,1014.0,101.0,1186.0,9448.0,9017.0,696.0,21.0,16511.0,19318.0,-375.0,16502.0,360.0,0.0,27896.0,50.0,Pass
l2901.txm,104.929,750.0,751.0,135.0,0.0,1012.0,101.0,1183.0,9429.0,9020.0,410.0,20.0,16919.0,19306.0,-317.0,16574.0,350.0,0.0,27840.0,50.0,Pass
l2901.txm,105.959,751.0,752.0,131.0,0.0,1012.0,101.0,1185.0,9491.0,8972.0,420.0,21.0,16784.0,19320.0,-88.0,16558.0,350.0,0.0,27858.0,50.0,Pass
l2901.txm,107.044,752.0,753.0,136.0,0.0,1015.0,101.0,1186.0,9395.0,9047.0,333.0,20.0,17008.0,19318.0,406.0,16328.0,350.0,0.0,27870.0,50.0,Pass
l2901.txm,108.069,752.0,755.0,133.0,0.0,1016.0,102.0,1185.0,9475.0,8987.0,327.0,21.0,16881.0,19310.0,42.0,16528.0,352.0,0.0,27850.0,50.0,Pass
l2901.txm,109.089,752.0,753.0,136.0,0.0,1015.0,102.0,1183.0,9439.0,9022.0,215.0,21.0,16904.0,19302.0,-298.0,16396.0,343.0,0.0,27838.0,50.0,Pass
l2901.txm,110.359,751.0,753.0,134.0,0.0,1020.0,100.0,1185.0,9465.0,8988.0,372.0,21.0,16937.0,19290.0,-333.0,16396.0,353.0,0.0,27806.0,50.0,Pass
l2901.txm,111.385,752.0,754.0,132.0,0.0,1018.0,100.0,1184.0,9388.0,9073.0,612.0,20.0,16867.0,19340.0,114.0,16448.0,344.0,0.0,27788.0,50.0,Pass
l2901.txm,112.409,752.0,753.0,133.0,0.0,1022.0,100.0,1187.0,9457.0,9022.0,876.0,21.0,16564.0,19288.0,-9.0,16528.0,346.0,0.0,27850.0,50.0,Pass
l2901.txm,113.429,752.0,753.0,135.0,0.0,1018.0,99.0,1184.0,9472.0,9013.0,0.0,21.0,16856.0,19300.0,702.0,16486.0,360.0,0.0,27922.0,50.0,Pass
l2901.txm,114.449,752.0,753.0,134.0,0.0,1020.0,100.0,1184.0,9400.0,9026.0,126.0,21.0,16786.0,19314.0,752.0,16568.0,344.0,0.0,27874.0,50.0,Pass
l2901.txm,115.474,752.0,754.0,135.0,0.0,1021.0,100.0,1184.0,9461.0,8987.0,613.0,21.0,16893.0,19298.0,-308.0,16516.0,344.0,0.0,27906.0,50.0,Pass
l2901.txm,117.052,752.0,754.0,132.0,0.0,1019.0,101.0,1185.0,9382.0,9042.0,518.0,21.0,16628.0,19290.0,139.0,16406.0,356.0,0.0,27876.0,50.0,Pass
l2901.txm,118.039,752.0,754.0,136.0,0.0,1023.0,100.0,1186.0,9391.0,9054.0,38.0,21.0,17028.0,19310.0,3.0,16470.0,343.0,0.0,27856.0,50.0,Pass
l2901.txm,119.059,752.0,752.0,131.0,0.0,1019.0,101.0,1184.0,9403.0,8994.0,910.0,21.0,16714.0,19300.0,110.0,16492.0,345.0,0.0,27850.0,50.0,Pass
l2901.txm,120.079,752.0,753.0,136.0,0.0,1021.0,102.0,1185.0,9384.0,9078.0,435.0,21.0,16691.0,19332.0,120.0,16368.0,341.0,0.0,27880.0,50.0,Pass
l2901.txm,121.103,751.0,753.0,133.0,0.0,1021.0,100.0,1184.0,9397.0,9027.0,222.0,21.0,16857.0,19294.0,101.0,16502.0,348.0,0.0,27892.0,50.0,Pass
l2901.txm,122.119,752.0,754.0,133.0,0.0,1028.0,100.0,1184.0,9448.0,8999.0,587.0,21.0,16646.0,19292.0,148.0,16310.0,348.0,0.0,27804.0,50.0,Pass
l2901.txm,123.15,752.0,754.0,132.0,0.0,1023.0,101.0,1185.0,9412.0,9058.0,538.0,21.0,16753.0,19304.0,-273.0,16424.0,346.0,0.0,28012.0,50.0,Pass
l2901.txm,124.169,752.0,754.0,132.0,0.0,1023.0,101.0,1184.0,9436.0,9061.0,539.0,21.0,16876.0,19292.0,414.0,16386.0,351.0,0.0,27970.0,50.0,Pass
l2901.txm,125.207,752.0,754.0,133.0,0.0,1024.0,100.0,1185.0,9438.0,8978.0,303.0,21.0,17014.0,19304.0,678.0,16390.0,350.0,0.0,27848.0,50.0,Pass
l2901.txm,126.229,752.0,753.0,135.0,0.0,1021.0,100.0,1185.0,9446.0,9002.0,-163.0,21.0,16918.0,19312.0,-18.0,16400.0,345.0,0.0,27918.0,50.0,Pass
l2901.txm,127.259,751.0,753.0,134.0,0.0,1020.0,100.0,1184.0,9460.0,9003.0,1312.0,20.0,16461.0,19314.0,-9.0,16400.0,356.0,0.0,27930.0,50.0,Pass
l2902.txm,62.8989,752.0,752.0,135.0,0.0,757.0,101.0,1220.0,9412.0,9031.0,-1271.0,25.0,16372.0,19856.0,-504.0,16784.0,346.0,0.0,27526.0,49.0,Pass
l2902.txm,63.9199,752.0,753.0,134.0,0.0,700.0,101.0,1219.0,9388.0,9065.0,-673.0,24.0,16618.0,19916.0,-364.0,16648.0,352.0,0.0,27528.0,49.0,Pass
l2902.txm,64.939,751.0,753.0,132.0,0.0,691.0,100.0,1195.0,9447.0,9047.0,-224.0,23.0,16426.0,19934.0,-668.0,16416.0,346.0,0.0,27452.0,50.0,Pass
l2902.txm,65.959,751.0,754.0,135.0,0.0,688.0,101.0,1183.0,9477.0,9012.0,-23.0,23.0,16744.0,19964.0,-369.0,16710.0,345.0,0.0,27388.0,50.0,Pass
l2902.txm,66.989,752.0,753.0,134.0,0.0,675.0,101.0,1182.0,9483.0,9043.0,-107.0,22.0,16882.0,19942.0,96.0,16556.0,354.0,0.0,27332.0,50.0,Pass
l2902.txm,68.0189,752.0,754.0,132.0,0.0,669.0,100.0,1186.0,9445.0,9088.0,0.0,22.0,16595.0,19954.0,-322.0,16702.0,354.0,0.0,27382.0,50.0,Pass
l2902.txm,69.0389,752.0,754.0,135.0,0.0,671.0,102.0,1189.0,9461.0,9026.0,-91.0,23.0,16435.0,19948.0,-518.0,16726.0,344.0,0.0,27452.0,50.0,Pass
l2902.txm,70.059,752.0,752.0,132.0,0.0,657.0,101.0,1183.0,9440.0,9082.0,-121.0,23.0,16390.0,19968.0,14.0,16846.0,354.0,0.0,27426.0,50.0,Pass
l2902.txm,71.095,752.0,754.0,133.0,0.0,650.0,100.0,1182.0,9395.0,9069.0,-756.0,23.0,16697.0,20032.0,-286.0,16478.0,359.0,0.0,27322.0,50.0,Pass
l2902.txm,72.1179,752.0,754.0,134.0,0.0,644.0,100.0,1183.0,9396.0,9054.0,-959.0,23.0,16733.0,20018.0,-86.0,16542.0,355.0,0.0,27298.0,50.0,Pass
l2902.txm,73.1479,752.0,753.0,132.0,0.0,638.0,101.0,1183.0,9418.0,9070.0,-862.0,23.0,16304.0,20026.0,11.0,16396.0,349.0,0.0,27338.0,50.0,Pass
l2902.txm,74.2279,752.0,753.0,134.0,0.0,626.0,102.0,1182.0,9401.0,9067.0,-1666.0,24.0,16538.0,20048.0,3.0,16638.0,350.0,0.0,27352.0,50.0,Pass
l2902.txm,75.2579,752.0,753.0,136.0,0.0,603.0,102.0,1181.0,9437.0,9083.0,-2383.0,24.0,16160.0,20102.0,-425.0,16666.0,358.0,0.0,27290.0,50.0,Pass
l2902.txm,76.2789,752.0,755.0,132.0,0.0,572.0,102.0,1179.0,9403.0,9084.0,-1198.0,25.0,16076.0,20152.0,-656.0,16718.0,349.0,0.0,27118.0,50.0,Pass
l2902.txm,77.3259,752.0,752.0,132.0,0.0,558.0,101.0,1182.0,9484.0,9032.0,-1823.0,25.0,16004.0,20210.0,-406.0,16770.0,357.0,0.0,27226.0,49.0,Pass
l2902.txm,78.3579,751.0,753.0,135.0,0.0,551.0,101.0,1185.0,9511.0,9074.0,-1596.0,25.0,15907.0,20286.0,-305.0,16622.0,342.0,0.0,27126.0,49.0,Pass
l2902.txm,79.3789,752.0,752.0,134.0,0.0,559.0,101.0,1190.0,9518.0,9113.0,-1049.0,24.0,16234.0,20334.0,-695.0,16340.0,351.0,1.0,27126.0,49.0,Pass
l2902.txm,80.3989,752.0,753.0,134.0,0.0,613.0,101.0,1194.0,9563.0,9038.0,561.0,21.0,16725.0,20314.0,330.0,16038.0,348.0,0.0,27506.0,49.0,Pass
l2902.txm,81.4199,750.0,752.0,134.0,0.0,673.0,101.0,1187.0,9484.0,9115.0,942.0,20.0,17116.0,20080.0,726.0,16694.0,358.0,0.0,27546.0,50.0,Pass
l2902.txm,82.4449,752.0,753.0,133.0,0.0,746.0,101.0,1189.0,9503.0,9023.0,868.0,21.0,16790.0,20004.0,22.0,16050.0,350.0,0.0,27614.0,50.0,Pass
l2902.txm,83.507,752.0,753.0,132.0,0.0,821.0,102.0,1189.0,9486.0,9040.0,413.0,20.0,16955.0,19820.0,830.0,16214.0,347.0,0.0,27784.0,50.0,Pass
l2902.txm,84.991,752.0,753.0,133.0,0.0,921.0,100.0,1187.0,9443.0,9010.0,86.0,20.0,17283.0,19540.0,434.0,16364.0,350.0,0.0,27900.0,50.0,Pass
l2902.txm,85.97,752.0,754.0,134.0,0.0,997.0,101.0,1187.0,9474.0,9011.0,299.0,20.0,16856.0,19290.0,-353.0,16508.0,342.0,0.0,27994.0,50.0,Pass
l2902.txm,86.9989,752.0,753.0,133.0,0.0,998.0,101.0,1185.0,9384.0,9073.0,380.0,20.0,16847.0,19336.0,24.0,16590.0,343.0,0.0,27994.0,50.0,Pass
l2902.txm,88.0289,751.0,752.0,131.0,0.0,1001.0,100.0,1186.0,9464.0,8992.0,1510.0,20.0,16816.0,19298.0,-415.0,16606.0,354.0,0.0,27888.0,50.0,Pass
l2902.txm,89.0659,752.0,752.0,132.0,0.0,1006.0,102.0,1184.0,9387.0,9056.0,593.0,21.0,16823.0,19308.0,-366.0,16666.0,351.0,0.0,27892.0,50.0,Pass
l2902.txm,90.069,751.0,753.0,134.0,0.0,1004.0,101.0,1184.0,9459.0,8982.0,707.0,21.0,16972.0,19270.0,146.0,16476.0,343.0,0.0,27878.0,50.0,Pass
l2902.txm,91.089,752.0,754.0,132.0,0.0,1009.0,100.0,1184.0,9463.0,9008.0,586.0,21.0,16849.0,19274.0,62.0,16614.0,352.0,0.0,27952.0,50.0,Pass
l2902.txm,92.119,751.0,753.0,134.0,0.0,1009.0,102.0,1183.0,9397.0,9057.0,56.0,20.0,16891.0,19296.0,330.0,16436.0,344.0,0.0,27986.0,50.0,Pass
l2902.txm,93.1389,751.0,753.0,134.0,0.0,1013.0,102.0,1185.0,9430.0,9049.0,382.0,21.0,16840.0,19292.0,134.0,16598.0,357.0,0.0,27916.0,50.0,Pass
l2902.txm,94.163,752.0,753.0,134.0,0.0,1013.0,101.0,1184.0,9479.0,8966.0,759.0,21.0,16696.0,19346.0,103.0,16450.0,347.0,0.0,27948.0,50.0,Pass
l2902.txm,95.179,752.0,753.0,134.0,0.0,1017.0,100.0,1185.0,9377.0,9057.0,-88.0,21.0,16828.0,19270.0,590.0,16482.0,350.0,0.0,27914.0,50.0,Pass
l2902.txm,96.199,752.0,753.0,135.0,0.0,1012.0,101.0,1184.0,9422.0,9017.0,371.0,21.0,16763.0,19284.0,-348.0,16310.0,342.0,0.0,27950.0,50.0,Pass
l2902.txm,97.219,751.0,753.0,134.0,0.0,1019.0,102.0,1185.0,9416.0,9008.0,426.0,20.0,16851.0,19358.0,141.0,16598.0,359.0,0.0,27964.0,50.0,Pass
l2902.txm,98.239,752.0,753.0,133.0,0.0,1023.0,101.0,1187.0,9390.0,9062.0,650.0,21.0,16434.0,19260.0,904.0,16516.0,348.0,0.0,27996.0,50.0,Pass
l2902.txm,99.266,751.0,753.0,133.0,0.0,1017.0,102.0,1185.0,9415.0,9020.0,729.0,21.0,16896.0,19328.0,-29.0,16526.0,343.0,0.0,28028.0,50.0,Pass
l2902.txm,100.299,752.0,754.0,132.0,0.0,1021.0,101.0,1184.0,9469.0,8967.0,254.0,21.0,16723.0,19316.0,-21.0,16310.0,349.0,0.0,27858.0,50.0,Pass
l2902.txm,101.319,752.0,754.0,134.0,0.0,1020.0,100.0,1185.0,9398.0,9043.0,957.0,21.0,16705.0,19338.0,474.0,16582.0,351.0,0.0,27938.0,50.0,Pass
l2902.txm,102.459,751.0,753.0,134.0,0.0,1029.0,100.0,1185.0,9479.0,8984.0,-177.0,21.0,17085.0,19342.0,32.0,16478.0,347.0,0.0,27892.0,50.0,Pass
l2902.txm,103.489,752.0,754.0,133.0,0.0,1025.0,100.0,1184.0,9465.0,9018.0,572.0,21.0,16447.0,19240.0,106.0,16376.0,354.0,0.0,27934.0,50.0,Pass
l2902.txm,104.604,752.0,753.0,135.0,0.0,1025.0,100.0,1182.0,9422.0,9022.0,205.0,21.0,16901.0,19300.0,-9.0,16568.0,351.0,0.0,27958.0,50.0,Pass
l2902.txm,105.629,751.0,752.0,132.0,0.0,1025.0,100.0,1185.0,9401.0,9028.0,971.0,20.0,16467.0,19276.0,-91.0,16556.0,349.0,0.0,27934.0,50.0,Pass
l2902.txm,106.649,752.0,753.0,133.0,0.0,1030.0,100.0,1185.0,9423.0,9008.0,621.0,21.0,16629.0,19256.0,-293.0,16426.0,342.0,0.0,28006.0,50.0,Pass
l2902.txm,108.542,752.0,754.0,135.0,0.0,1031.0,101.0,1184.0,9423.0,9061.0,587.0,21.0,16935.0,19330.0,146.0,16574.0,346.0,0.0,27892.0,50.0,Pass
l2902.txm,109.539,752.0,754.0,133.0,0.0,1027.0,100.0,1183.0,9421.0,9069.0,485.0,21.0,17062.0,19258.0,2.0,16578.0,353.0,0.0,27812.0,50.0,Pass
l2902.txm,110.563,752.0,752.0,134.0,0.0,1026.0,100.0,1184.0,9431.0,8988.0,998.0,21.0,16836.0,19328.0,-264.0,16588.0,351.0,0.0,27894.0,50.0,Pass
l2902.txm,111.579,752.0,754.0,133.0,0.0,1034.0,101.0,1185.0,9467.0,8989.0,677.0,21.0,16521.0,19296.0,260.0,16388.0,353.0,0.0,27894.0,50.0,Pass
l2902.txm,112.599,752.0,753.0,132.0,0.0,1031.0,100.0,1183.0,9420.0,8989.0,345.0,21.0,16509.0,19302.0,-75.0,16396.0,350.0,0.0,27940.0,50.0,Pass
l2902.txm,113.619,752.0,753.0,134.0,0.0,1028.0,101.0,1185.0,9391.0,9050.0,953.0,21.0,16896.0,19330.0,-282.0,16526.0,347.0,0.0,27838.0,50.0,Pass
l2902.txm,114.649,752.0,754.0,133.0,0.0,1028.0,101.0,1183.0,9465.0,8987.0,1125.0,21.0,16582.0,19254.0,110.0,16484.0,353.0,0.0,27978.0,50.0,Pass
l2902.txm,115.669,752.0,753.0,134.0,0.0,1032.0,101.0,1185.0,9384.0,9043.0,542.0,21.0,16989.0,19324.0,-305.0,16568.0,349.0,0.0,27854.0,50.0,Pass
l2902.txm,116.689,752.0,753.0,131.0,0.0,1032.0,102.0,1185.0,9458.0,8976.0,418.0,21.0,16519.0,19286.0,-391.0,16600.0,353.0,0.0,27882.0,50.0,Pass
l2902.txm,117.709,752.0,754.0,133.0,0.0,1032.0,102.0,1183.0,9431.0,8978.0,563.0,20.0,17064.0,19328.0,588.0,16646.0,350.0,0.0,27822.0,50.0,Pass
l2902.txm,118.729,752.0,752.0,132.0,0.0,1031.0,102.0,1184.0,9465.0,8983.0,947.0,20.0,16837.0,19320.0,137.0,16546.0,350.0,0.0,27886.0,50.0,Pass
l2902.txm,119.755,752.0,754.0,133.0,0.0,1031.0,101.0,1184.0,9371.0,9028.0,436.0,21.0,16644.0,19246.0,52.0,16626.0,359.0,0.0,27890.0,50.0,Pass
l2902.txm,120.779,751.0,754.0,135.0,0.0,1031.0,101.0,1184.0,9398.0,9032.0,380.0,20.0,16757.0,19322.0,59.0,16504.0,349.0,0.0,27938.0,50.0,Pass
l2903.txm,63.282,752.0,753.0,133.0,0.0,833.0,101.0,1204.0,9405.0,9073.0,-531.0,25.0,16093.0,19810.0,-518.0,16772.0,349.0,0.0,27598.0,49.0,Pass
l2903.txm,64.298,752.0,753.0,135.0,0.0,743.0,100.0,1221.0,9443.0,9033.0,-633.0,24.0,16106.0,19868.0,-767.0,16580.0,348.0,0.0,27506.0,49.0,Pass
l2903.txm,65.317,752.0,753.0,134.0,0.0,698.0,100.0,1201.0,9441.0,9051.0,-116.0,23.0,16738.0,19900.0,-59.0,16494.0,353.0,0.0,27512.0,50.0,Pass
l2903.txm,66.347,751.0,753.0,133.0,0.0,694.0,101.0,1178.0,9418.0,9077.0,-563.0,23.0,16670.0,19890.0,-587.0,16786.0,352.0,0.0,27416.0,50.0,Pass
l2903.txm,67.3669,751.0,752.0,133.0,0.0,685.0,100.0,1184.0,9412.0,9093.0,-246.0,23.0,16898.0,19988.0,-289.0,16480.0,353.0,0.0,27496.0,50.0,Pass
l2903.txm,68.397,752.0,754.0,132.0,0.0,677.0,100.0,1188.0,9450.0,9028.0,-36.0,24.0,16159.0,19984.0,-435.0,16500.0,356.0,0.0,27354.0,50.0,Pass
l2903.txm,69.434,752.0,753.0,133.0,0.0,671.0,100.0,1183.0,9498.0,9024.0,259.0,23.0,16902.0,19958.0,-413.0,16794.0,348.0,0.0,27354.0,50.0,Pass
l2903.txm,70.457,751.0,754.0,134.0,0.0,668.0,100.0,1187.0,9408.0,9087.0,-787.0,24.0,16283.0,19976.0,-624.0,16700.0,349.0,0.0,27348.0,50.0,Pass
l2903.txm,71.477,752.0,754.0,133.0,0.0,654.0,101.0,1185.0,9481.0,9000.0,-101.0,23.0,16437.0,19984.0,-651.0,16756.0,350.0,0.0,27352.0,50.0,Pass
l2903.txm,72.4969,752.0,754.0,134.0,0.0,651.0,100.0,1183.0,9430.0,9043.0,-1370.0,24.0,16070.0,20040.0,-75.0,16548.0,346.0,0.0,27310.0,50.0,Pass
l2903.txm,73.517,752.0,753.0,132.0,0.0,642.0,101.0,1185.0,9463.0,9005.0,-1125.0,24.0,16258.0,20008.0,-47.0,16578.0,354.0,0.0,27254.0,50.0,Pass
l2903.txm,74.538,752.0,753.0,134.0,0.0,635.0,102.0,1182.0,9418.0,9063.0,-1473.0,25.0,16352.0,20014.0,17.0,16758.0,345.0,0.0,27320.0,50.0,Pass
l2903.txm,75.585,751.0,753.0,134.0,0.0,618.0,100.0,1185.0,9447.0,9018.0,-1717.0,24.0,16256.0,20056.0,-282.0,16832.0,358.0,0.0,27346.0,50.0,Pass
l2903.txm,76.6071,752.0,753.0,135.0,0.0,586.0,100.0,1180.0,9402.0,9086.0,-1762.0,25.0,16487.0,20142.0,-64.0,16754.0,352.0,0.0,27278.0,50.0,Pass
l2903.txm,77.627,752.0,754.0,131.0,0.0,565.0,100.0,1180.0,9477.0,9038.0,-1248.0,25.0,15952.0,20126.0,-4.0,16528.0,352.0,0.0,27142.0,49.0,Pass
l2903.txm,78.657,751.0,752.0,132.0,0.0,548.0,100.0,1182.0,9525.0,9036.0,-1302.0,25.0,15932.0,20268.0,20.0,16636.0,359.0,0.0,27044.0,49.0,Pass
l2903.txm,79.687,752.0,753.0,134.0,0.0,550.0,101.0,1185.0,9447.0,9100.0,-1674.0,25.0,15988.0,20296.0,38.0,16388.0,358.0,0.0,27080.0,49.0,Pass
l2903.txm,80.707,752.0,753.0,134.0,0.0,583.0,100.0,1191.0,9458.0,9129.0,-803.0,23.0,16460.0,20308.0,-276.0,16136.0,349.0,0.0,27246.0,49.0,Pass
l2903.txm,81.734,752.0,752.0,132.0,0.0,648.0,100.0,1191.0,9558.0,9036.0,1073.0,20.0,16707.0,20086.0,95.0,16994.0,354.0,0.0,27554.0,49.0,Pass
l2903.txm,83.401,752.0,753.0,133.0,0.0,717.0,100.0,1186.0,9510.0,9055.0,929.0,20.0,17213.0,20052.0,24.0,16102.0,346.0,0.0,27558.0,50.0,Pass
l2903.txm,84.3669,751.0,753.0,132.0,0.0,860.0,101.0,1183.0,9474.0,9017.0,907.0,20.0,16859.0,19928.0,300.0,16316.0,343.0,0.0,27806.0,50.0,Pass
l2903.txm,85.401,753.0,754.0,133.0,0.0,940.0,102.0,1187.0,9490.0,9031.0,261.0,19.0,17243.0,19482.0,872.0,16348.0,360.0,0.0,27864.0,50.0,Pass
