wafer_id,n_rows,BCl3 Flow_mean,BCl3 Flow_std,Cl2 Flow_mean,Cl2 Flow_std,RF Btm Pwr_mean,RF Btm Pwr_std,RF Btm Rfl Pwr_mean,RF Btm Rfl Pwr_std,Endpt A_mean,Endpt A_std,He Press_mean,He Press_std,Pressure_mean,Pressure_std,RF Tuner_mean,RF Tuner_std,RF Load_mean,RF Load_std,RF Phase Err_mean,RF Phase Err_std,RF Pwr_mean,RF Pwr_std,RF Impedance_mean,RF Impedance_std,TCP Tuner_mean,TCP Tuner_std,TCP Phase Err_mean,TCP Phase Err_std,TCP Impedance_mean,TCP Impedance_std,TCP Top Pwr_mean,TCP Top Pwr_std,TCP Rfl Pwr_mean,TCP Rfl Pwr_std,TCP Load_mean,TCP Load_std,Vat Valve_mean,Vat Valve_std,result
l2912.txm,55,751.8363636363637,0.37335497772754805,753.1454545454545,0.7049607769015965,133.05454545454546,1.4582864350323392,0.0,0.0,909.1454545454545,191.34885904699263,100.65454545454546,0.750757193529548,1185.7818181818182,7.112042237019146,9467.872727272726,36.25325249544214,9023.618181818181,29.923662697363365,31.672727272727272,917.8154630656555,22.10909090909091,1.640604306827972,16635.21818181818,234.354882121989,19507.127272727274,406.13075136633785,-7.527272727272727,319.5610330939207,16508.69090909091,176.43683926311496,349.1636363636364,4.740540820700453,0.07272727272727272,0.2620817977022988,27737.745454545453,281.6493892256424,49.872727272727275,0.3363499860730083,Pass
l2913.txm,55,751.7454545454545,0.439620283046673,753.2363636363636,0.6074731014815241,133.4181818181818,1.2574357960328568,0.0,0.0,911.4363636363636,191.50715716596926,100.69090909090909,0.7667325399895246,1186.3454545454545,6.9899880300278285,9467.527272727273,37.82261450971082,9020.072727272727,38.03548759380209,-3.3454545454545452,775.7851511039643,21.98181818181818,1.7050134037803646,16739.072727272727,282.3522133622681,19524.145454545454,414.2772116358887,-4.709090909090909,357.0212501574284,16458.21818181818,168.43623817328077,349.5090909090909,4.928649154847856,0.12727272727272726,0.33634998607300864,27731.418181818182,269.9214351339669,49.872727272727275,0.3363499860730083,Pass
l2914.txm,55,751.6545454545454,0.47989897926859,753.1636363636363,0.787956484125477,133.21818181818182,1.4232319647862137,0.0,0.0,908.7818181818182,192.07672954751723,100.56363636363636,0.6875516509523261,1186.1272727272728,6.33933792972147,9480.636363636364,36.58899026693935,9018.872727272726,35.28196189296804,65.18181818181819,625.0533337513449,22.09090909090909,1.5428776297786444,16654.98181818182,246.8724735198697,19521.890909090907,414.15391989001586,-22.654545454545456,357.39210846340626,16525.563636363637,139.32519429130352,350.05454545454546,4.851186116199498,0.07272727272727272,0.2620817977022988,27735.854545454546,278.574108643882,49.872727272727275,0.3363499860730092,Pass
l2915.txm,54,751.7037037037037,0.4609108958880071,753.2592592592592,0.6496787358520439,133.27777777777777,1.2946430507791686,0.0,0.0,1168.6296296296296,228.43679579165524,100.68518518518519,0.7727450230960893,1186.2037037037037,6.226479151778568,9444.666666666666,45.21646051922665,8889.12962962963,46.11267835986746,-136.7962962962963,530.9917520458681,21.537037037037038,1.1445187332140292,16491.62962962963,273.59626613199566,19101.037037037036,392.5644262933811,34.407407407407405,386.7907395097641,16631.074074074073,150.8009874162969,349.08496732026174,4.831760750459974,0.018518518518518517,0.13608276348795434,27966.51851851852,243.949634512731,49.870370370370374,0.3390495203045249,Fail
l2916.txm,56,751.7321428571429,0.4858384104195054,753.2678571428571,0.7743870638610597,133.23921568627455,1.3464720617179633,0.0,0.0,902.1785714285714,188.37758090338934,100.66071428571429,0.7205247005869005,1186.2142857142858,4.9238354810204,9449.69642857143,37.12677036751343,8983.92857142857,36.32872999950083,204.53571428571428,880.2988947828143,21.607142857142858,1.4356319030444238,16627.714285714286,354.83910383494737,19525.821428571428,414.1884115468909,16.607142857142858,403.20726357866795,16519.35714285714,141.79068164938533,349.73214285714283,4.465997074576953,0.05357142857142857,0.227207782928703,27697.714285714286,277.60257493472466,49.642857142857146,0.48349377841522834,Fail
l2917.txm,54,751.7592592592592,0.43154768359305323,753.2592592592592,0.5887365809129843,132.87273237127636,1.247919302520991,0.018518518518518517,0.1360827634879543,911.1851851851852,192.34148818772022,100.83333333333333,0.7203248742951339,1186.5925925925926,8.173861973800195,9497.62962962963,39.480253624759364,9030.648148148148,47.62120877096553,-557.8518518518518,503.32859619856976,22.833333333333332,1.5510191415190493,16533.944444444445,273.2740981220187,19516.88888888889,435.3437447588168,-25.51851851851852,430.5161334491751,16558.0,189.55757824919166,349.68518518518516,4.737741178504088,0.1111111111111111,0.3172206342872577,27799.814814814814,291.5696670090605,49.96296296296296,0.1906258770929873,Fail
l2918.txm,49,751.8775510204082,0.389050824723042,753.4897959183673,0.7394381025366628,133.40816326530611,1.539999558264796,0.061224489795918366,0.24222607082590245,834.8775510204082,192.82749551661684,100.6938775510204,0.7693092581620724,1194.1946474241872,36.71852393547434,9561.408163265307,76.61535919974636,9177.469387755102,54.95570263130728,416.6530612244898,1077.3893514537122,22.183673469387756,1.88937235376102,16544.571428571428,334.98687785245,19532.897959183672,418.63549404075553,-67.55102040816327,391.68642119815746,16484.73469387755,167.48069235862613,347.2448979591837,5.2738767060108795,0.04081632653061224,0.199914947901746,27975.183673469386,265.0150682405783,45.734693877551024,0.6700593942604911,Fail
l2919.txm,54,751.8148148148148,0.39209519801278464,753.2962962962963,0.7171650063974949,132.94444444444446,1.1060155696243912,0.018518518518518517,0.1360827634879543,917.0185185185185,196.37829211208182,100.79629629629629,0.7861928715695478,1186.0740740740741,7.288791736326417,9481.388888888889,38.326017896446544,9026.444444444445,43.774579797846336,125.11111111111111,717.1520895157843,21.74074074074074,1.8345241034757211,16657.166666666668,256.3320922347313,19483.814814814814,420.93198814571286,-32.592592592592595,355.26267287254916,16559.59259259259,153.26552597870477,349.31481481481484,4.925191593147461,0.07407407407407407,0.2643505285727147,27786.962962962964,291.8186929341108,49.888888888888886,0.31722063428725805,Pass
l2920.txm,54,751.7407407407408,0.44234304049987555,753.2962962962963,0.838453869741281,133.38888888888889,1.3929291339931993,0.018518518518518517,0.13608276348795434,908.574074074074,193.4828354584742,100.66666666666667,0.7523547938632752,1186.037037037037,6.436813236385796,9483.518518518518,39.78467550842941,9001.055555555555,34.39965810858385,-542.9074074074074,612.5582688808338,22.40740740740741,1.421114610630634,16585.37037037037,294.8405578905639,19514.51851851852,395.783280737035,-85.64814814814815,349.0751207149635,16522.777777777777,176.3655794367549,349.8703703703704,4.1891427334682305,0.07407407407407407,0.26435052857271474,27736.444444444445,276.374552160216,49.851851851851855,0.35858250319874596,Pass
l2921.txm,55,751.7272727272727,0.44946657497549086,753.0727272727273,0.813190913180597,133.4,1.2560962454277844,0.0,0.0,908.5454545454545,191.73542903562392,100.72727272727273,0.7806584460746,1185.7818181818182,6.364516533647372,9476.309090909092,40.204971466719655,9021.50909090909,35.21935112410084,69.41818181818182,706.8485795968713,22.21818181818182,1.9118626664117022,16604.163636363635,275.9327456730745,19490.98181818182,409.2346737286809,-1.290909090909091,375.4735613677683,16566.69090909091,143.33344608875166,348.8363636363636,4.267723985155081,0.09090909090909091,0.29012942659282975,27753.6,273.6738799969646,49.872727272727275,0.3363499860730092,Pass
l2922.txm,53,751.5849056603773,0.5347163973026047,752.9622641509434,0.8540010842846557,133.16981132075472,1.2205901639497636,0.018867924528301886,0.13736056394868904,898.2264150943396,198.6184631503551,100.67924528301887,0.5809006569927725,1186.0,6.028777143513744,9482.641509433963,33.89298449056675,9020.792452830188,42.21026055109148,11.90566037735849,801.2914159259257,22.37735849056604,1.767510364395026,16563.377358490565,258.7470718091544,19515.396226415094,424.4206159180461,1.2075471698113207,301.06709950355474,16438.754716981133,184.46939559182763,349.8867924528302,4.272723763589442,0.07547169811320754,0.26667876121581074,27708.79245283019,275.0698763314913,49.83018867924528,0.379060024504131,Pass
l2923.txm,53,751.7358490566038,0.44509909856923163,753.3396226415094,0.7830756969602787,133.11320754716982,1.2350704956287775,0.0,0.0,898.9056603773585,198.09751524001277,100.62264150943396,0.6271552100354425,1186.7358490566037,5.129668393076878,9489.924528301886,40.977408905866895,9023.943396226416,41.08687563909221,142.96226415094338,708.8273350092486,22.169811320754718,1.7730444163012538,16617.0,275.1782639001055,19527.20754716981,466.50374549121165,-16.528301886792452,365.71802945468085,16505.88679245283,176.8264751732786,348.9433962264151,4.478216911380036,0.018867924528301886,0.137360563948689,27732.30188679245,277.4139911691032,49.81132075471698,0.3949977494378426,Pass
l2924.txm,52,751.7115384615385,0.45746695847846913,753.1153846153846,0.704435419989042,133.55769230769232,1.127437864701731,0.0,0.0,900.2307692307693,197.6500785339958,100.65384615384616,0.6226009764425947,1185.8846153846155,5.547137916516645,9479.01923076923,45.78101772252828,9019.442307692309,32.347629825914986,1.7307692307692308,692.6029651033735,22.173076923076923,1.8861845900368037,16665.94230769231,302.91857531851895,19520.53846153846,417.1251968704962,-73.61538461538461,383.9818803857221,16515.653846153848,125.89863408055058,349.40384615384613,4.615657985870913,0.1346153846153846,0.3446422500840349,27749.26923076923,300.1644069365222,49.82692307692308,0.3820047143818502,Pass
l2925.txm,53,751.8301886792453,0.3790600245041285,753.1132075471698,0.7248442102774248,133.39622641509433,1.4589198143398527,0.0,0.0,898.6981132075472,199.40494023137765,100.67924528301887,0.5467943258969427,1185.8490566037735,5.27838927360015,9487.867924528302,40.67130803813205,9004.415094339623,46.89449449491149,-443.1698113207547,521.3354425765643,22.81132075471698,1.4813793438962555,16579.66037735849,256.2061927579956,19515.509433962263,433.1292053915747,13.132075471698114,341.87616053724264,16551.735849056604,142.9158104704945,349.33962264150944,4.35864920953559,0.05660377358490566,0.23329531793437602,27774.188679245282,325.39615244071115,49.698113207547166,0.4634695932428227,Pass
l2926.txm,54,751.7592592592592,0.43154768359306095,753.1851851851852,0.7023968150654825,132.96296296296296,1.4661329312812346,0.0,0.0,899.7592592592592,196.3720895498083,100.5925925925926,0.6592883103548184,1185.7962962962963,5.7474510498941855,9479.277777777777,32.82222939013084,9028.277777777777,42.24297046206874,99.14814814814815,779.2787765622,22.22222222222222,1.7874474967000067,16608.85185185185,290.3384107078433,19525.74074074074,417.6953925414858,-38.25925925925926,359.21382632890953,16446.11111111111,170.64778541389325,348.64814814814815,5.002480167546358,0.09259259259259259,0.2925824198357195,27743.0,279.8289909050598,49.7962962962963,0.4065329539256749,Pass
l2927.txm,53,751.7547169811321,0.43437224276306496,753.2641509433962,0.7112000528961632,132.96226415094338,1.3862270897176434,0.0,0.0,898.1698113207547,198.27910940127745,100.67924528301887,0.6437147273580938,1185.9245283018868,6.216754831791765,9483.132075471698,38.70402371044659,9010.754716981131,42.853464836300944,-533.9056603773585,476.85989170142807,22.67924528301887,1.6381695331828383,16562.0,309.7967696112058,19514.943396226416,394.46158119909376,-19.39622641509434,424.17872410752307,16475.132075471698,178.09613196419846,350.22641509433964,4.850224060779836,0.0,0.0,27728.30188679245,278.8082871040779,49.83018867924528,0.37906002450412934,Pass
l2928.txm,54,751.8703703703703,0.33904952030450997,753.1851851851852,0.5851648396714381,133.33333333333334,1.3872736939359829,0.018518518518518517,0.1360827634879543,899.0925925925926,196.73727990034223,100.61111111111111,0.5635690400413069,1185.9259259259259,5.53497235203624,9476.74074074074,43.55572669285665,9011.685185185184,40.13506633811745,-91.70370370370371,585.1893300988112,22.425925925925927,2.088620126338284,16614.833333333332,331.1502395168628,19502.88888888889,435.57477388825026,-73.55555555555556,325.66916113707066,16563.777777777777,173.92631997450525,349.9259259259259,4.526033091083105,0.05555555555555555,0.2312122823226641,27767.444444444445,310.8878136955566,49.7962962962963,0.4065329539256749,Pass
l2929.txm,53,751.7924528301887,0.40943162132389244,753.3018867924528,0.774221834150909,133.1509433962264,1.3643288913079215,0.0,0.0,895.6603773584906,198.1132100006911,100.66037735849056,0.7323144613120354,1185.622641509434,5.523468862305552,9485.169811320755,42.604051743510894,9014.77358490566,34.4515498755045,5.132075471698113,823.6004454582763,22.79245283018868,1.768946781019252,16573.98113207547,302.5730357200515,19519.132075471698,430.13173463915234,-17.11320754716981,407.27398925318823,16441.056603773584,165.17012384605206,349.52830188679246,4.181478270001693,0.03773584905660377,0.19238024756109728,27716.188679245282,282.9104952646929,49.83018867924528,0.37906002450412934,Pass
l2930.txm,54,751.8148148148148,0.39209519801279125,753.2592592592592,0.6780990406090517,133.5185185185185,1.2847544474399113,0.0,0.0,899.5555555555555,198.40102961794113,100.44444444444444,0.5718776312789587,1186.351851851852,6.253021631563994,9472.351851851852,40.473684629019544,9012.87037037037,40.7500648437033,-157.24074074074073,668.4260853051908,22.444444444444443,1.9099211350572454,16682.12962962963,322.0506842974603,19509.74074074074,415.3438305237705,15.537037037037036,372.1363471451383,16430.85185185185,172.21688907682278,349.98148148148147,4.4104966594103026,0.07407407407407407,0.26435052857271474,27748.222222222223,281.5669541788136,49.833333333333336,0.37617739693164326,Pass
l2931.txm,52,751.9230769230769,0.2690691175985312,753.4038461538462,0.693375245281503,133.07692307692307,1.4258970873701713,0.0,0.0,895.0192307692307,201.06134956672508,100.67307692307692,0.6779772061109647,1186.3461538461538,6.299345174137248,9475.23076923077,40.97565771146145,9017.826923076924,40.362436989837704,90.38461538461539,765.5271707591033,22.307692307692307,1.7549756887703503,16703.173076923078,332.20491674855657,19518.653846153848,439.79847812090674,27.076923076923077,343.0476926857453,16525.884615384617,144.18529117092785,348.46153846153845,4.517771177279392,0.15384615384615385,0.36432130747865443,27769.846153846152,314.73906930920134,49.82692307692308,0.38200471438184846,Pass
l2932.txm,53,751.7358490566038,0.44509909856927526,753.3018867924528,0.7489712344372972,133.1509433962264,1.5737782369324127,0.0,0.0,894.2264150943396,199.29362195103704,100.54716981132076,0.539445503622758,1186.4528301886792,6.125501667794085,9475.301886792453,35.96290017058249,9013.358490566037,47.98320793602306,-515.433962264151,728.0469529827457,22.9811320754717,1.6465647927840532,16588.56603773585,342.4591783328093,19530.415094339623,406.47799798353446,-154.56603773584905,359.42793807735234,16580.075471698114,174.46532045262967,348.8867924528302,4.290689281897274,0.07547169811320754,0.2666787612158108,27761.77358490566,309.8698635972013,49.679245283018865,0.4712334431149932,Pass
l2933.txm,53,751.8490566037735,0.36141955244314344,753.3584905660377,0.7362676045339932,132.9811320754717,1.2479300713540973,0.0,0.0,895.0943396226415,199.6227465217389,100.69811320754717,0.5746204653902296,1186.0943396226414,5.22664825288271,9477.943396226416,38.67239877102735,9013.811320754718,40.11524580878188,-106.71698113207547,629.0593214462397,22.433962264150942,1.8028762699371421,16669.528301886792,326.73092927535737,19516.264150943396,447.57432347743116,-50.9811320754717,298.27081722217827,16483.77358490566,146.94722253891456,348.92452830188677,4.827202791726568,0.1320754716981132,0.3418128057789596,27780.867924528302,300.52403191603685,49.75471698113208,0.4343722427630744,Pass
l2934.txm,54,751.7962962962963,0.4065329539257081,753.2407407407408,0.7251593236827136,133.40740740740742,1.4343300127949905,0.0,0.0,893.1296296296297,195.32817535279625,100.62962962962963,0.6528976427708326,1186.3333333333333,5.4599744280277696,9476.62962962963,38.18144185002778,9021.24074074074,39.659843854146985,-14.61111111111111,791.8600604563358,22.833333333333332,1.65688956145783,16567.38888888889,306.8581761198049,19524.666666666668,414.9713334040911,-54.370370370370374,317.4067265338226,16454.62962962963,218.7442114637917,348.8888888888889,4.932245333026034,0.09259259259259259,0.29258241983571953,27747.074074074073,283.6382796005952,49.77777777777778,0.4196434545311258,Pass
l2935.txm,53,751.811320754717,0.39499774943784166,753.377358490566,0.6571036417005655,133.1509433962264,1.4857816696309492,0.0,0.0,891.6415094339623,198.22870380714903,100.58490566037736,0.5695464546512466,1185.8301886792453,6.191606753863226,9484.377358490567,32.01335443403315,9022.830188679245,45.95095037481142,55.81132075471698,749.8788121732065,22.528301886792452,1.7607229020720419,16608.54716981132,273.9334258002889,19505.69811320755,423.30865193622407,-43.75471698113208,348.77080338616355,16535.924528301886,160.0240185165237,349.49056603773585,4.312872688508891,0.05660377358490566,0.23329531793437602,27765.66037735849,312.40770596451364,49.83018867924528,0.37906002450412934,Pass
l2936.txm,52,751.7692307692307,0.4254356298115149,753.0384615384615,0.7129485436850841,132.98076923076923,1.2755680720705063,0.019230769230769232,0.13867504905630726,934.9230769230769,205.42980731024252,100.63461538461539,0.5611209423248565,1185.826923076923,4.921824760630864,9482.5,39.725282116250206,8996.923076923076,37.484556900585225,-42.55769230769231,916.2925171573169,22.03846153846154,1.6915190813033338,16609.346153846152,307.418976069569,19417.80769230769,432.9003434864078,-52.07692307692308,386.1861710013706,16591.80769230769,194.40820591709485,349.65283108643933,4.336305396846598,0.11538461538461539,0.32260253903223585,27819.0,295.5570347400159,49.69230769230769,0.4660413824283702,Fail
l2937.txm,54,751.7913237990465,0.5074566279105485,753.3888888888889,0.7375806106675463,133.22222222222223,1.3551671437211619,0.0,0.0,901.0185185185185,190.8917000815591,100.66666666666667,0.6142951168339508,1186.888888888889,10.816944545858414,9478.25925925926,39.773502692396804,9028.425925925925,39.0657896238866,187.05555555555554,651.9808834061348,22.27777777777778,1.3929291339932017,16652.962962962964,247.289148833259,19486.703703703704,422.5682764807484,-62.425925925925924,397.99258558808447,16450.48148148148,174.4987150021075,350.037037037037,4.813357840085804,0.18518518518518517,0.3920951980127811,27747.74074074074,275.7595469658956,50.166666666666664,0.423373691930508,Fail
l2938.txm,56,751.8928571428571,0.31209389196617426,753.2142857142857,0.8249360463208643,133.10714285714286,1.2602823843534805,0.0,0.0,917.4464285714286,182.41051800244983,100.58928571428571,0.6544056488499725,1180.8652380952383,32.39863312813412,9479.642857142857,32.99665469072926,8913.642857142857,42.40301386004963,133.10714285714286,668.0356734778176,20.964285714285715,1.2928374110570016,16672.535714285714,237.0742088871769,19555.0,427.4984316823992,-23.928571428571427,316.6292272240002,16617.14285714286,195.6214738697176,349.8392857142857,4.124325997671008,0.03571428571428571,0.18725633517970777,27648.785714285714,302.1399263006032,54.839285714285715,0.8692062358954197,Fail
l2939.txm,55,751.7818181818182,0.4168181542799909,753.2855339805825,0.7793634629666679,133.05454545454546,1.4326636913544168,0.0,0.0,886.8,192.63373420965388,100.67272727272727,0.5461835756561151,1185.4,2.461556267741853,9479.690909090908,38.93768655613047,9030.563636363637,43.390032835835726,114.98181818181818,630.6348503517025,22.545454545454547,1.9227505550564028,16559.236363636363,347.1927079173423,19539.854545454546,426.96792394840287,-63.945454545454545,342.7764857628352,16499.52727272727,208.98908836884198,349.25454545454545,4.468897377546704,0.09090909090909091,0.29012942659282975,27718.145454545454,294.43954407967516,48.90909090909091,0.29012942659282764,Fail
l2940.txm,53,751.7924528301887,0.40943162132389005,753.2075471698113,0.7685773712625728,133.60377358490567,1.3914522386218453,0.018867924528301886,0.137360563948689,886.2075471698113,193.89632028191747,100.5734424335772,1.153023412529141,1185.9433962264152,7.823571617823783,9491.32075471698,35.279528594937254,9008.264150943396,48.46138468425375,-500.64150943396226,617.2497342224442,22.90566037735849,1.7570095983210137,16608.43396226415,319.1564307450545,19519.396226415094,428.7133855019723,-9.679245283018869,392.5114782047736,16560.415094339623,195.76530630424472,349.54716981132077,4.610047712650841,0.03773584905660377,0.19238024756109728,27779.622641509435,309.5525447142062,49.886792452830186,0.31987842392976706,Fail
l2941.txm,52,751.8076923076923,0.4445072856528507,753.0384615384615,0.7129485436851127,133.32692307692307,1.324300094036416,0.019230769230769232,0.13867504905630726,881.5,196.49043283599963,100.61538461538461,0.49125075078907493,1185.9807692307693,4.900941824714098,9487.826923076924,36.61282382961309,9011.403846153846,38.756282028617946,-446.28846153846155,538.2598445513192,22.923076923076923,1.5823307931860677,16615.26923076923,288.92146401405347,19516.76923076923,419.3186170015583,-56.25,405.8654695977039,16555.423076923078,149.5516628097812,349.96153846153845,3.777962613406279,0.11538461538461539,0.32260253903223585,27746.884615384617,315.2080952134378,49.76923076923077,0.4254356298115156,Pass
