wafer_id,Time,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve,result
l2901.txm,34.929,752.0,753.0,136.0,0.0,1611.0,101.0,1187.0,9373.0,9072.0,-808.0,24.0,16474.0,19396.0,144.0,16858.0,349.0,1.0,27898.0,49.0,Pass
l2901.txm,35.958,751.0,752.0,133.0,0.0,1606.0,101.0,1189.0,9387.0,9057.0,-330.0,24.0,16164.0,19380.0,504.0,16182.0,345.0,1.0,27966.0,49.0,Pass
l2901.txm,36.988,751.0,753.0,134.0,0.0,1610.0,101.0,1187.0,9400.0,9085.0,-892.0,24.0,16253.0,19350.0,146.0,16536.0,348.0,0.0,27938.0,49.0,Pass
l2901.txm,38.0079,752.0,754.0,131.0,0.0,1602.0,101.0,1185.0,9368.0,9122.0,-1270.0,23.0,16681.0,19372.0,86.0,16214.0,354.0,0.0,27930.0,49.0,Pass
l2901.txm,39.109,752.0,753.0,132.0,0.0,1612.0,101.0,1187.0,9441.0,9073.0,-1062.0,24.0,16430.0,19388.0,58.0,16768.0,358.0,0.0,27908.0,49.0,Pass
l2901.txm,40.129,751.0,754.0,134.0,0.0,1608.0,101.0,1186.0,9369.0,9090.0,-2202.0,24.0,16445.0,19382.0,-11.0,16394.0,347.0,0.0,27832.0,49.0,Pass
l2901.txm,41.1489,751.0,753.0,132.0,0.0,1611.0,101.0,1186.0,9461.0,9105.0,-1077.0,24.0,16288.0,19354.0,-61.0,16298.0,354.0,0.0,28012.0,49.0,Pass
l2901.txm,42.1689,751.0,754.0,135.0,0.0,1612.0,99.0,1186.0,9431.0,9039.0,-1294.0,24.0,16115.0,19344.0,118.0,16804.0,349.0,0.0,27914.0,49.0,Pass
l2901.txm,43.189,751.0,754.0,134.0,0.0,1621.0,100.0,1187.0,9380.0,9050.0,-1457.0,23.0,16574.0,19350.0,612.0,17028.0,347.0,0.0,27866.0,49.0,Pass
l2901.txm,44.209,752.0,753.0,134.0,0.0,1619.0,101.0,1186.0,9427.0,9063.0,-1023.0,24.0,16233.0,19368.0,-289.0,16558.0,348.0,0.0,27838.0,49.0,Pass
l2901.txm,45.238,752.0,753.0,133.0,0.0,1613.0,101.0,1186.0,9435.0,9036.0,-921.0,24.0,16381.0,19372.0,-64.0,16628.0,351.0,0.0,27778.0,49.0,Pass
l2901.txm,46.3359,752.0,752.0,136.0,0.0,1613.0,101.0,1186.0,9398.0,9111.0,-1200.0,24.0,16567.0,19348.0,120.0,16460.0,349.0,0.0,27864.0,49.0,Pass
l2901.txm,47.349,751.0,753.0,133.0,0.0,1614.0,102.0,1186.0,9396.0,9087.0,-1331.0,24.0,16344.0,19332.0,-94.0,16690.0,360.0,0.0,27850.0,49.0,Pass
l2901.txm,48.369,752.0,753.0,130.0,0.0,1616.0,100.0,1185.0,9447.0,9075.0,-1850.0,24.0,16600.0,19358.0,5.0,16632.0,354.0,0.0,27908.0,49.0,Pass
l2901.txm,49.4509,751.0,753.0,133.0,0.0,1616.0,100.0,1185.0,9430.0,9051.0,-183.0,24.0,16661.0,19360.0,-326.0,16972.0,345.0,1.0,27838.0,49.0,Pass
l2901.txm,50.478,752.0,753.0,136.0,0.0,1619.0,100.0,1187.0,9471.0,9045.0,-1261.0,24.0,16493.0,19328.0,30.0,15852.0,353.0,1.0,27880.0,49.0,Pass
l2901.txm,51.589,752.0,754.0,133.0,0.0,1616.0,100.0,1186.0,9398.0,9059.0,-1594.0,23.0,16236.0,19362.0,145.0,16412.0,343.0,0.0,28014.0,49.0,Pass
l2901.txm,52.609,752.0,753.0,134.0,0.0,1618.0,101.0,1187.0,9483.0,9030.0,-1297.0,24.0,16593.0,19334.0,-259.0,16842.0,347.0,0.0,27884.0,49.0,Pass
l2901.txm,53.728,752.0,753.0,133.0,0.0,1620.0,101.0,1185.0,9421.0,9052.0,-463.0,24.0,16344.0,19352.0,44.0,16874.0,348.0,0.0,27954.0,49.0,Pass
l2901.txm,54.8199,751.0,751.0,134.0,0.0,1618.0,100.0,1186.0,9374.0,9081.0,-1443.0,24.0,16447.0,19352.0,72.0,16454.0,350.0,1.0,28012.0,49.0,Pass
l2901.txm,55.844,752.0,754.0,134.0,0.0,1611.0,101.0,1185.0,9408.0,9075.0,-1419.0,23.0,16584.0,19348.0,-439.0,16874.0,342.0,0.0,27890.0,49.0,Pass
l2901.txm,56.859,752.0,753.0,129.0,0.0,1612.0,101.0,1186.0,9399.0,9050.0,-647.0,23.0,16007.0,19330.0,-339.0,16852.0,346.0,0.0,27828.0,49.0,Pass
l2901.txm,57.879,752.0,753.0,136.0,0.0,1613.0,100.0,1186.0,9438.0,9065.0,-800.0,24.0,16630.0,19332.0,-426.0,16764.0,351.0,0.0,27908.0,49.0,Pass
l2901.txm,58.958,752.0,753.0,136.0,0.0,1605.0,101.0,1185.0,9406.0,9066.0,-1827.0,24.0,16700.0,19350.0,159.0,16442.0,343.0,0.0,27846.0,49.0,Pass
l2901.txm,59.979,752.0,754.0,132.0,0.0,1596.0,101.0,1186.0,9434.0,9033.0,-113.0,24.0,16027.0,19352.0,332.0,16510.0,349.0,0.0,27878.0,49.0,Pass
l2901.txm,60.999,752.0,755.0,131.0,0.0,1524.0,101.0,1190.0,9424.0,9130.0,178.0,22.0,16538.0,19348.0,-23.0,16848.0,345.0,0.0,27772.0,49.0,Pass
l2901.txm,62.028,753.0,753.0,133.0,0.0,1318.0,102.0,1193.0,9488.0,9046.0,553.0,22.0,16420.0,19534.0,-853.0,16594.0,355.0,0.0,27764.0,49.0,Pass
l2901.txm,63.058,752.0,752.0,132.0,0.0,1110.0,100.0,1191.0,9445.0,9020.0,693.0,23.0,16504.0,19620.0,-428.0,16726.0,349.0,0.0,27778.0,49.0,Pass
l2901.txm,64.088,752.0,754.0,133.0,0.0,960.0,101.0,1190.0,9502.0,9012.0,432.0,23.0,16826.0,19748.0,-399.0,16558.0,345.0,0.0,27632.0,49.0,Pass
l2901.txm,65.559,751.0,753.0,134.0,0.0,842.0,102.0,1187.0,9411.0,9071.0,955.0,22.0,16793.0,19830.0,-622.0,16486.0,354.0,0.0,27566.0,50.0,Pass
l2901.txm,10.3789,752.0,752.0,131.0,0.0,643.0,101.0,1230.0,9431.0,9029.0,-250.0,25.0,16663.0,20024.0,56.0,16552.0,346.0,0.0,27626.0,49.0,Pass
l2902.txm,10.3789,752.0,752.0,131.0,0.0,643.0,101.0,1230.0,9431.0,9029.0,-250.0,25.0,16663.0,20024.0,56.0,16552.0,346.0,0.0,27626.0,49.0,Pass
l2902.txm,11.474,751.0,753.0,132.0,0.0,624.0,101.0,1226.0,9386.0,9101.0,-1179.0,25.0,16663.0,20026.0,11.0,16848.0,352.0,0.0,27604.0,49.0,Pass
l2902.txm,12.9719,751.0,753.0,134.0,0.0,615.0,101.0,1227.0,9423.0,9044.0,-1417.0,25.0,16763.0,20022.0,31.0,16730.0,357.0,0.0,27484.0,49.0,Pass
l2902.txm,13.9089,751.0,753.0,134.0,0.0,593.0,101.0,1206.0,9436.0,9066.0,-1204.0,25.0,16581.0,20138.0,-334.0,16576.0,342.0,0.0,27350.0,49.0,Pass
l2902.txm,14.929,752.0,755.0,133.0,0.0,588.0,101.0,1182.0,9457.0,9081.0,-419.0,25.0,16626.0,20162.0,-601.0,16550.0,354.0,0.0,27246.0,50.0,Pass
l2902.txm,16.028,751.0,753.0,133.0,0.0,1071.0,102.0,1151.0,9404.0,9055.0,267.0,25.0,16196.0,19896.0,2190.0,15842.0,355.0,1.0,28008.0,49.0,Pass
l2902.txm,17.1129,751.0,753.0,134.0,0.0,1716.0,99.0,1169.0,9420.0,9090.0,-2060.0,25.0,16553.0,19482.0,-733.0,16188.0,347.0,0.0,27740.0,48.0,Pass
l2902.txm,18.199,751.0,754.0,132.0,0.0,1700.0,100.0,1196.0,9434.0,9161.0,-318.0,24.0,16939.0,19520.0,342.0,16086.0,353.0,0.0,27878.0,48.0,Pass
l2902.txm,19.278,752.0,753.0,135.0,1.0,1457.0,101.0,1201.0,9486.0,9094.0,534.0,23.0,16980.0,19552.0,-93.0,16682.0,346.0,0.0,27852.0,48.0,Pass
l2902.txm,20.3579,751.0,753.0,137.0,0.0,1500.0,100.0,1179.0,9414.0,9067.0,-554.0,24.0,16521.0,19544.0,-310.0,16604.0,350.0,0.0,27888.0,49.0,Pass
l2902.txm,21.3789,752.0,753.0,135.0,0.0,1542.0,101.0,1178.0,9438.0,9045.0,-2278.0,25.0,16379.0,19530.0,-375.0,16856.0,347.0,0.0,27888.0,49.0,Pass
l2902.txm,22.406,751.0,752.0,133.0,0.0,1576.0,100.0,1198.0,9413.0,9067.0,-1071.0,24.0,16908.0,19504.0,-636.0,16630.0,349.0,0.0,27896.0,49.0,Pass
l2902.txm,23.4199,752.0,753.0,133.0,0.0,1579.0,101.0,1184.0,9484.0,9034.0,-1283.0,24.0,16806.0,19560.0,-86.0,16662.0,350.0,0.0,27892.0,49.0,Pass
l2902.txm,24.439,752.0,753.0,132.0,0.0,1575.0,100.0,1184.0,9401.0,9104.0,-1623.0,24.0,16392.0,19518.0,86.0,16284.0,346.0,1.0,27898.0,49.0,Pass
l2902.txm,25.5389,752.0,753.0,131.0,0.0,1596.0,101.0,1185.0,9415.0,9081.0,-381.0,24.0,16649.0,19540.0,68.0,16662.0,350.0,0.0,27888.0,49.0,Pass
l2902.txm,26.559,752.0,753.0,135.0,0.0,1615.0,100.0,1185.0,9445.0,9088.0,-1141.0,24.0,16295.0,19548.0,-325.0,16322.0,358.0,1.0,27868.0,49.0,Pass
l2902.txm,27.579,752.0,752.0,133.0,0.0,1627.0,101.0,1184.0,9415.0,9043.0,-140.0,23.0,17047.0,19348.0,422.0,16828.0,355.0,1.0,27934.0,49.0,Pass
l2902.txm,28.599,752.0,753.0,133.0,0.0,1639.0,101.0,1187.0,9438.0,9020.0,-539.0,24.0,16875.0,19350.0,150.0,16710.0,351.0,0.0,27876.0,49.0,Pass
l2902.txm,29.619,751.0,753.0,131.0,0.0,1641.0,100.0,1186.0,9404.0,9060.0,-936.0,23.0,16591.0,19400.0,-20.0,16214.0,357.0,0.0,27994.0,49.0,Pass
l2902.txm,30.708,752.0,753.0,135.0,0.0,1642.0,100.0,1184.0,9470.0,9024.0,-1173.0,23.0,16714.0,19344.0,155.0,16472.0,353.0,0.0,27818.0,49.0,Pass
l2902.txm,31.729,752.0,754.0,135.0,0.0,1655.0,100.0,1187.0,9442.0,9067.0,-259.0,23.0,16820.0,19354.0,-48.0,16388.0,346.0,1.0,28022.0,49.0,Pass
l2902.txm,32.7489,752.0,752.0,131.0,0.0,1647.0,100.0,1186.0,9427.0,9054.0,-2124.0,23.0,16554.0,19346.0,43.0,16740.0,340.0,1.0,27888.0,49.0,Pass
l2902.txm,33.7789,752.0,754.0,133.0,0.0,1652.0,101.0,1187.0,9414.0,9048.0,-1136.0,23.0,16642.0,19340.0,946.0,16862.0,357.0,0.0,27888.0,49.0,Pass
l2902.txm,34.799,751.0,753.0,134.0,0.0,1650.0,100.0,1185.0,9421.0,9070.0,-2119.0,23.0,16559.0,19348.0,142.0,16620.0,344.0,0.0,27986.0,49.0,Pass
l2902.txm,35.819,752.0,753.0,133.0,0.0,1651.0,101.0,1187.0,9438.0,9076.0,-141.0,23.0,16153.0,19358.0,-418.0,16270.0,348.0,0.0,27934.0,49.0,Pass
l2902.txm,36.845,751.0,753.0,134.0,0.0,1648.0,101.0,1185.0,9480.0,8978.0,-1295.0,23.0,16699.0,19398.0,-308.0,16480.0,343.0,0.0,27972.0,49.0,Pass
l2902.txm,37.869,752.0,754.0,131.0,0.0,1655.0,100.0,1186.0,9426.0,9009.0,-1100.0,23.0,16403.0,19364.0,8.0,16598.0,354.0,0.0,27912.0,49.0,Pass
l2902.txm,38.8889,752.0,754.0,137.0,0.0,1654.0,100.0,1187.0,9432.0,9029.0,-1658.0,23.0,16793.0,19358.0,47.0,16244.0,352.0,0.0,27870.0,49.0,Pass
l2902.txm,39.911,751.0,753.0,136.0,0.0,1654.0,102.0,1185.0,9448.0,9050.0,-483.0,23.0,16900.0,19334.0,456.0,16782.0,348.0,0.0,27996.0,49.0,Pass
l2902.txm,40.929,752.0,753.0,132.0,0.0,1655.0,100.0,1187.0,9451.0,9026.0,-783.0,23.0,16454.0,19312.0,-420.0,16768.0,346.0,0.0,27860.0,49.0,Pass
l2902.txm,42.059,751.0,753.0,135.0,0.0,1665.0,100.0,1185.0,9465.0,9039.0,-2086.0,23.0,16432.0,19326.0,410.0,16694.0,348.0,1.0,27912.0,49.0,Pass
l2902.txm,43.101,752.0,753.0,133.0,0.0,1655.0,101.0,1186.0,9417.0,9078.0,-628.0,23.0,16442.0,19348.0,5.0,16626.0,344.0,1.0,27846.0,49.0,Pass
l2902.txm,44.179,752.0,753.0,135.0,0.0,1660.0,102.0,1185.0,9436.0,9045.0,-197.0,23.0,16962.0,19296.0,-313.0,16490.0,343.0,0.0,27848.0,49.0,Pass
l2902.txm,45.209,752.0,753.0,135.0,0.0,1656.0,100.0,1186.0,9422.0,9029.0,-841.0,22.0,16536.0,19308.0,152.0,16596.0,339.0,0.0,27886.0,49.0,Pass
l2902.txm,46.229,752.0,753.0,133.0,0.0,1655.0,102.0,1185.0,9402.0,9113.0,-844.0,22.0,16590.0,19318.0,60.0,16430.0,354.0,0.0,27894.0,49.0,Pass
l2902.txm,47.2539,752.0,753.0,133.0,0.0,1658.0,100.0,1187.0,9402.0,9075.0,-1019.0,22.0,16511.0,19310.0,95.0,16844.0,347.0,0.0,27836.0,49.0,Pass
l2902.txm,48.2789,752.0,753.0,131.0,0.0,1656.0,100.0,1186.0,9411.0,9110.0,-2220.0,22.0,16724.0,19354.0,85.0,16048.0,349.0,1.0,27938.0,49.0,Pass
l2902.txm,49.3099,752.0,753.0,132.0,0.0,1659.0,100.0,1187.0,9377.0,9062.0,-1495.0,22.0,16669.0,19302.0,-342.0,15736.0,355.0,0.0,27862.0,49.0,Pass
l2902.txm,50.412,752.0,752.0,132.0,0.0,1656.0,100.0,1185.0,9416.0,9057.0,-2040.0,22.0,16491.0,19320.0,-3.0,16250.0,345.0,1.0,27906.0,49.0,Pass
l2902.txm,51.528,752.0,754.0,129.0,0.0,1659.0,101.0,1185.0,9380.0,9071.0,-1960.0,23.0,16513.0,19340.0,158.0,16418.0,344.0,0.0,28010.0,49.0,Pass
l2902.txm,52.5489,752.0,754.0,131.0,0.0,1656.0,100.0,1184.0,9388.0,9095.0,-851.0,22.0,16484.0,19296.0,98.0,16874.0,342.0,1.0,27894.0,49.0,Pass
l2902.txm,53.6279,751.0,753.0,133.0,0.0,1650.0,99.0,1183.0,9470.0,9017.0,-2136.0,23.0,16369.0,19332.0,-10.0,16930.0,347.0,0.0,27900.0,49.0,Pass
l2902.txm,54.708,752.0,755.0,131.0,0.0,1652.0,100.0,1184.0,9372.0,9067.0,-1357.0,23.0,16399.0,19336.0,-89.0,16548.0,350.0,0.0,27976.0,49.0,Pass
l2902.txm,55.729,752.0,753.0,134.0,0.0,1644.0,101.0,1185.0,9410.0,9035.0,-747.0,23.0,16595.0,19328.0,113.0,16770.0,343.0,0.0,27922.0,49.0,Pass
l2902.txm,56.7489,752.0,753.0,134.0,0.0,1642.0,101.0,1186.0,9444.0,9023.0,-1253.0,23.0,16730.0,19324.0,12.0,16850.0,344.0,0.0,27914.0,49.0,Pass
l2902.txm,57.7789,752.0,753.0,134.0,0.0,1616.0,101.0,1185.0,9380.0,9045.0,-1012.0,23.0,16281.0,19324.0,93.0,16972.0,344.0,0.0,27868.0,49.0,Pass
l2902.txm,58.804,752.0,752.0,132.0,0.0,1459.0,100.0,1193.0,9426.0,9079.0,-5.0,22.0,16287.0,19338.0,90.0,16692.0,349.0,0.0,27870.0,49.0,Pass
l2902.txm,59.819,751.0,753.0,132.0,0.0,1211.0,100.0,1191.0,9401.0,9105.0,1149.0,22.0,16122.0,19586.0,-562.0,16594.0,343.0,0.0,27732.0,49.0,Pass
l2902.txm,60.855,752.0,754.0,136.0,0.0,1054.0,100.0,1187.0,9477.0,8998.0,201.0,23.0,16481.0,19704.0,-391.0,16334.0,348.0,0.0,27614.0,49.0,Pass
l2902.txm,61.8789,752.0,753.0,132.0,0.0,901.0,100.0,1190.0,9473.0,9007.0,470.0,22.0,16548.0,19758.0,-704.0,17084.0,355.0,0.0,27608.0,50.0,Pass
l2902.txm,11.538,751.0,753.0,132.0,0.0,636.0,101.0,1224.0,9475.0,9012.0,-1559.0,25.0,16649.0,20020.0,22.0,16448.0,343.0,0.0,27630.0,49.0,Pass
l2903.txm,11.538,751.0,753.0,132.0,0.0,636.0,101.0,1224.0,9475.0,9012.0,-1559.0,25.0,16649.0,20020.0,22.0,16448.0,343.0,0.0,27630.0,49.0,Pass
l2903.txm,12.863,751.0,754.0,133.0,0.0,625.0,101.0,1225.0,9465.0,9014.0,-1531.0,25.0,16870.0,19938.0,-92.0,16830.0,350.0,0.0,27542.0,49.0,Pass
l2903.txm,13.847,751.0,756.0,134.0,0.0,609.0,102.0,1218.0,9415.0,9094.0,-1356.0,24.0,16969.0,20032.0,122.0,16624.0,349.0,0.0,27472.0,49.0,Pass
l2903.txm,14.866,752.0,754.0,133.0,0.0,590.0,101.0,1198.0,9486.0,9015.0,-1363.0,25.0,16487.0,20126.0,-543.0,17036.0,347.0,0.0,27258.0,50.0,Pass
l2903.txm,15.886,751.0,755.0,135.0,0.0,641.0,102.0,1174.0,9427.0,9119.0,308.0,23.0,16921.0,20196.0,-399.0,15858.0,347.0,0.0,27280.0,50.0,Pass
l2903.txm,16.972,751.0,753.0,135.0,0.0,1604.0,99.0,1148.0,9471.0,9030.0,-939.0,24.0,16740.0,19302.0,117.0,17374.0,347.0,0.0,28126.0,49.0,Pass
l2903.txm,18.056,751.0,754.0,134.0,0.0,1761.0,101.0,1188.0,9492.0,9044.0,-829.0,24.0,16601.0,19526.0,-473.0,16058.0,343.0,0.0,27772.0,48.0,Pass
l2903.txm,19.126,751.0,754.0,135.0,0.0,1679.0,100.0,1198.0,9416.0,9176.0,647.0,23.0,17073.0,19532.0,-368.0,16712.0,345.0,0.0,27786.0,48.0,Pass
l2903.txm,20.226,751.0,753.0,136.0,0.0,1388.0,101.0,1209.0,9437.0,9041.0,1313.0,23.0,16982.0,19536.0,-263.0,16734.0,357.0,0.0,27876.0,49.0,Pass
l2903.txm,21.3261,751.0,754.0,132.0,0.0,1598.0,102.0,1156.0,9392.0,9100.0,-170.0,24.0,16355.0,19530.0,-27.0,16732.0,340.0,1.0,27838.0,49.0,Pass
l2903.txm,22.416,751.0,753.0,134.0,0.0,1596.0,100.0,1195.0,9392.0,9045.0,-1102.0,24.0,16521.0,19548.0,264.0,16550.0,344.0,0.0,27886.0,49.0,Pass
l2903.txm,23.507,752.0,754.0,131.0,0.0,1606.0,101.0,1185.0,9407.0,9048.0,-450.0,24.0,16746.0,19520.0,348.0,16464.0,345.0,0.0,27830.0,49.0,Pass
l2903.txm,24.5959,752.0,753.0,135.0,0.0,1610.0,99.0,1183.0,9406.0,9110.0,-636.0,24.0,16648.0,19528.0,-464.0,16612.0,348.0,0.0,27868.0,49.0,Pass
l2903.txm,25.702,751.0,753.0,132.0,0.0,1626.0,100.0,1187.0,9453.0,9024.0,-1555.0,24.0,16407.0,19502.0,-430.0,16436.0,358.0,1.0,27830.0,49.0,Pass
l2903.txm,26.717,752.0,754.0,133.0,0.0,1641.0,101.0,1187.0,9398.0,9119.0,-1435.0,24.0,16694.0,19530.0,-22.0,16384.0,349.0,0.0,27890.0,49.0,Pass
l2903.txm,27.7371,751.0,754.0,132.0,0.0,1667.0,102.0,1187.0,9408.0,9106.0,-1077.0,24.0,16717.0,19332.0,103.0,16450.0,353.0,0.0,27992.0,49.0,Pass
l2903.txm,28.757,751.0,753.0,132.0,0.0,1674.0,102.0,1185.0,9444.0,9029.0,-1015.0,23.0,16663.0,19354.0,-593.0,16132.0,348.0,0.0,27866.0,49.0,Pass
l2903.txm,29.777,752.0,754.0,133.0,0.0,1679.0,102.0,1184.0,9394.0,9075.0,-1795.0,23.0,16411.0,19352.0,23.0,16182.0,351.0,0.0,27944.0,49.0,Pass
l2903.txm,30.847,751.0,754.0,126.0,0.0,1683.0,100.0,1186.0,9404.0,9019.0,-2049.0,23.0,16746.0,19366.0,-507.0,16668.0,353.0,0.0,27946.0,49.0,Pass
l2903.txm,31.8669,752.0,753.0,135.0,0.0,1681.0,100.0,1185.0,9399.0,9069.0,-2150.0,23.0,16298.0,19340.0,-7.0,16852.0,349.0,1.0,27836.0,49.0,Pass
l2903.txm,32.887,752.0,754.0,132.0,0.0,1681.0,100.0,1187.0,9446.0,9045.0,-1759.0,23.0,16552.0,19350.0,133.0,16522.0,345.0,1.0,28008.0,49.0,Pass
l2903.txm,33.907,752.0,754.0,133.0,0.0,1675.0,101.0,1186.0,9466.0,8988.0,-1257.0,23.0,16256.0,19340.0,12.0,16862.0,346.0,0.0,28008.0,49.0,Pass
l2903.txm,35.006,752.0,752.0,133.0,0.0,1681.0,101.0,1187.0,9446.0,9049.0,-430.0,23.0,16866.0,19364.0,-79.0,16510.0,348.0,0.0,27954.0,49.0,Pass
l2903.txm,36.037,752.0,754.0,134.0,0.0,1681.0,102.0,1186.0,9380.0,9118.0,-62.0,22.0,16716.0,19334.0,-32.0,16968.0,345.0,0.0,27852.0,49.0,Pass
l2903.txm,37.057,751.0,753.0,134.0,0.0,1681.0,100.0,1184.0,9447.0,9039.0,-1729.0,23.0,16286.0,19348.0,964.0,16332.0,358.0,0.0,28008.0,49.0,Pass
l2903.txm,38.077,752.0,753.0,133.0,0.0,1679.0,101.0,1184.0,9434.0,9040.0,-1819.0,23.0,16336.0,19344.0,61.0,16192.0,349.0,0.0,27912.0,49.0,Pass
l2903.txm,39.103,751.0,752.0,134.0,0.0,1688.0,101.0,1185.0,9473.0,9027.0,-796.0,23.0,16492.0,19342.0,-25.0,16714.0,350.0,1.0,27890.0,49.0,Pass
l2903.txm,40.147,751.0,753.0,132.0,0.0,1685.0,102.0,1182.0,9436.0,9091.0,-164.0,22.0,16523.0,19298.0,502.0,16704.0,345.0,0.0,27886.0,49.0,Pass
l2903.txm,41.207,751.0,753.0,136.0,0.0,1683.0,99.0,1185.0,9405.0,9085.0,-562.0,23.0,16629.0,19322.0,95.0,16156.0,352.0,0.0,27966.0,49.0,Pass
l2903.txm,42.227,752.0,753.0,133.0,0.0,1686.0,100.0,1184.0,9439.0,9057.0,-1798.0,23.0,16428.0,19334.0,422.0,15980.0,356.0,0.0,27914.0,49.0,Pass
l2903.txm,43.2469,752.0,753.0,133.0,0.0,1688.0,101.0,1184.0,9380.0,9103.0,-1032.0,23.0,16966.0,19336.0,50.0,16460.0,351.0,0.0,27816.0,49.0,Pass
